Iteration,Lambda,Deviation,step_size,Morozov,Objective_Function,Tikhonov,Time_Spent
252,0,0.1,0.0010276721635931612,170.00000000000003,931.0194930269937,42727.74840408686,2.3123114109039307
253,0,0.1,0.0005142353148198952,170.00000000000003,924.0078157000136,42714.97934160779,2.360642910003662
254,0,0.1,0.001027938295146748,170.00000000000003,917.1558194015835,42754.36456522512,2.4035050868988037
255,0,0.1,0.000514176571397207,170.00000000000003,910.4509388498029,42741.89074342565,2.448897361755371
256,0,0.1,0.0010281957930160673,170.00000000000003,903.8980211761794,42780.488080334166,2.4920828342437744
257,0,0.1,0.0005141210493503533,170.00000000000003,897.485374237087,42768.301557544546,2.5369677543640137
258,0,0.1,0.001028448314512247,170.00000000000003,891.2172985656841,42806.12974675112,2.5834386348724365
259,0,0.1,0.000514059676697882,170.00000000000003,885.0829629665418,42794.22174309378,2.631216049194336
260,0,0.1,0.0010287266983460943,170.00000000000003,879.0863034934074,42831.29791153189,2.6797964572906494
261,0,0.1,0.0005139921797934508,170.00000000000003,873.2170642147834,42819.66084336433,2.728137254714966
262,0,0.1,0.0010290249014212956,170.00000000000003,867.4789652182812,42856.00162197242,2.7763023376464844
263,0,0.1,0.0005139292545971457,170.00000000000003,861.8622655941241,42844.627264425675,2.8225326538085938
264,0,0.1,0.0010292786550227912,170.00000000000003,856.3704348665708,42880.24728469557,2.8673906326293945
265,0,0.1,0.000513872422904314,170.00000000000003,850.994532867435,42869.12955900819,2.9166061878204346
266,0,0.1,0.0010295602423735046,170.00000000000003,845.7375832637299,42904.04682052507,2.963438034057617
267,0,0.1,0.0005138117895898719,170.00000000000003,840.591015511325,42893.17743723047,3.0074856281280518
268,0,0.1,0.0010298133967012804,170.00000000000003,835.5578212802511,42927.40677935284,3.054225206375122
269,0,0.1,0.0005137586802316138,170.00000000000003,830.6299539350705,42916.77947500581,3.100604772567749
270,0,0.1,0.0010300477004567968,170.00000000000003,825.81012759753,42950.33505372799,3.1498117446899414
